CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Telephone Number,Provider SSA County Code,County/Parish,Ownership Type,Number of Certified Beds,Average Number of Residents per Day,Average Number of Residents per Day Footnote,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid Services,Chain Name,Chain ID,Number of Facilities in Chain,Chain Average Overall 5-star Rating,Chain Average Health Inspection Rating,Chain Average Staffing Rating,Chain Average QM Rating,Continuing Care Retirement Community,Special Focus Status,Abuse Icon,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total number of nurse staff hours per resident per day on the weekend,Registered Nurse hours per resident per day on the weekend,Reported Physical Therapist Staffing Hours per Resident Per Day,Total nursing staff turnover,Total nursing staff turnover footnote,Registered Nurse turnover,Registered Nurse turnover footnote,Number of administrators who have left the nursing home,Administrator turnover footnote,Nursing Case-Mix Index,Nursing Case-Mix Index Ratio,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Adjusted Weekend Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2/3 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2/3 Number of Complaint Health Deficiencies,Rating Cycle 2/3 Health Deficiency Score,Rating Cycle 2/3 Number of Health Revisits,Rating Cycle 2/3 Health Revisit Score,Rating Cycle 2/3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Citations from Infection Control Inspections,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Latitude,Longitude,Geocoding Footnote,Processing Date
65015,MOUNTAIN VISTA HEALTH CENTER,4800 TABOR ST,WHEAT RIDGE,CO,80033,3034214161,290,Jefferson,Non profit - Corporation,168,90.9,,Medicare and Medicaid,N,BAPTIST HOME ASSOCIATION OF THE ROCKY MOUNTAINS INC,1967-01-01,AMERICAN BAPTIST HOMES OF THE MIDWEST,29,6,2.5,2,2.8,3.3,Y,,Y,N,N,Resident,Yes,2,,1,,5,,5,,,2,3,,,,2.40819,1.12546,0.68188,1.80734,4.21553,3.89603,0.33221,0.05614,59.677,,65.217,,1,,1.33911,0.96933,2.23245,0.84153,0.65695,3.73093,3.2996,2.47076,1.1547,0.6996,4.32506,3.99726,2024-03-20,21,14,12,168,1,0,168,2022-12-08,8,5,2,52,1,0,52,139,8,7,1,3,39226.25,0,3,"4800 TABOR ST,WHEAT RIDGE,CO,80033",39.7851,-105.13,,2025-09-01
65034,AMBERWOOD POST ACUTE,4686 E ASBURY CIR,DENVER,CO,80222,3037561566,150,Denver,For profit - Corporation,88,84.2,,Medicare and Medicaid,N,AMBERWOOD HEALTHCARE LLC,1967-01-01,PACS GROUP,690,207,2.8,2.5,2.3,4.2,N,,N,N,N,Resident,Yes,2,,2,,3,,5,,2,,2,,,,1.76258,0.87361,0.59177,1.46538,3.22796,3.18148,0.59557,0.07405,56.923,,61.538,,0,,1.50808,1.09165,2.51414,0.94772,0.73985,4.20171,3.71596,1.60576,0.79588,0.53912,2.94076,2.89842,2024-10-15,16,16,0,88,1,0,88,2023-05-18,13,12,1,68,1,0,68,83,0,0,,1,9636.25,0,1,"4686 E ASBURY CIR,DENVER,CO,80222",39.6799,-104.93,,2025-09-01
65052,BOULDER POST ACUTE,2121 MESA DR,BOULDER,CO,80304,3034424037,60,Boulder,For profit - Limited Liability company,162,134.1,,Medicare and Medicaid,N,MESA VISTA HEALTHCARE LLC,1967-01-01,PACS GROUP,690,207,2.8,2.5,2.3,4.2,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,,2,3,,,,2.28452,1.07393,0.34806,1.42199,3.70651,3.3721,0.31075,0.01507,55.372,,54.545,,1,,1.07652,0.77925,1.79468,0.67652,0.52813,2.99932,2.65257,2.91561,1.3706,0.44421,4.73042,4.30363,2024-03-12,9,3,9,60,1,0,60,2022-12-01,14,13,8,96,1,0,96,69,4,11,,1,6438.25,0,1,"2121 MESA DR,BOULDER,CO,80304",40.0249,-105.27,,2025-09-01
65077,ENGLEWOOD POST ACUTE AND REHABILITATION,3575 S WASHINGTON ST,ENGLEWOOD,CO,80113,3037892265,20,Arapahoe,For profit - Corporation,82,76.3,,Medicare and Medicaid,N,CHERRY HILLS HEALTHCARE INC,1968-09-19,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,4,,4,,3,,2,,4,,3,,,,1.81572,0.49507,0.80778,1.30285,3.11857,2.67567,0.59559,0.081,53.226,,40,,1,,1.31144,0.9493,2.18631,0.82414,0.64337,3.65383,3.23142,1.90221,0.51866,0.84625,3.26712,2.80312,2024-11-07,6,6,1,32,1,0,32,2023-06-06,4,4,0,32,1,0,32,32,0,0,,1,17696.25,0,1,"3575 S WASHINGTON ST,ENGLEWOOD,CO,80113",39.6514,-104.98,,2025-09-01
65092,VILLA MANOR CARE CENTER,7950 W MISSISSIPPI AVE,LAKEWOOD,CO,80226,3039864511,290,Jefferson,For profit - Corporation,110,72.7,,Medicare and Medicaid,N,LIFE CARE ASSOCIATES IV LIMITED PARTNERSHIP,1971-01-04,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,5,,3,,,,1.79178,1.10894,0.77547,1.8844,3.67619,3.30757,0.48474,0.11472,43.243,,53.846,,0,,1.37436,0.99485,2.29121,0.86369,0.67424,3.82914,3.38646,1.79119,1.10857,0.77521,3.67497,3.30647,2023-12-14,14,12,2,76,1,0,76,2022-09-02,7,3,6,36,1,0,36,66,0,8,,0,0,0,0,"7950 W MISSISSIPPI AVE,LAKEWOOD,CO,80226",39.6966,-105.09,,2025-09-01
65097,MAPLETON POST ACUTE,115 INGALLS ST,LAKEWOOD,CO,80226,3032371325,290,Jefferson,For profit - Corporation,90,72.9,,Medicare and Medicaid,N,"CASTLE ROCK HEALTHCARE, INC.",1968-04-01,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,2,,2,,3,,4,,2,,3,,,,1.80237,0.54184,0.57985,1.12169,2.92406,2.54526,0.60386,0.08667,51.724,,33.333,,1,,1.20976,0.8757,2.0168,0.76024,0.59349,3.37053,2.98087,2.04694,0.61536,0.65852,3.32083,2.89063,2024-12-05,5,5,1,40,1,0,40,2023-06-29,20,14,6,172,1,0,172,73,0,4,1,0,0,0,0,"115 INGALLS ST,LAKEWOOD,CO,80226",39.7187,-105.06,,2025-09-01
65100,ROCK CANYON RESPIRATORY AND REHABILITATION CENTER,2515 PITMAN PL,PUEBLO,CO,81004,7195640550,500,Pueblo,For profit - Limited Liability company,151,128.2,,Medicare and Medicaid,N,ROCK CANYON HEALTHCARE LLC,1968-03-24,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,Y,,Y,N,N,Resident,Yes,2,,1,,5,,5,,4,,2,,,,1.80247,0.77291,0.56231,1.33522,3.13769,2.86925,0.39911,0.08596,50,,35.294,,0,,1.67338,1.2113,2.78971,1.0516,0.82094,4.66225,4.12325,1.47989,0.63459,0.46168,2.57616,2.35576,2024-03-21,17,9,10,168,1,0,168,2022-12-15,18,5,13,231,1,0,231,183.75,0,27,0,3,72159.75,0,3,"2515 PITMAN PL,PUEBLO,CO,81004",38.2396,-104.64,,2025-09-01
65108,"VILLAS AT SUNNY ACRES, THE",2501 E 104TH AVE,THORNTON,CO,80233,3032554100,0,Adams,For profit - Corporation,160,143.9,,Medicare and Medicaid,N,SUNNY ACRES HEALTHCARE LLC,1969-12-30,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,Y,,N,N,N,Both,Yes,4,,3,,5,,5,,5,,3,,,,2.0131,0.63138,0.55527,1.18665,3.19974,2.80857,0.50349,0.11689,31.452,,22.222,,0,,1.34755,0.97544,2.24651,0.84684,0.66109,3.75444,3.32039,2.05247,0.64373,0.56613,3.26233,2.86351,2025-04-03,9,9,1,40,1,0,40,2024-03-11,17,10,7,140,1,0,140,65,0,13,2,3,43777.5,0,3,"2501 E 104TH AVE,THORNTON,CO,80233",39.885,-104.96,,2025-09-01
65110,RED CLIFFS POST ACUTE,2901 N 12TH ST,GRAND JUNCTION,CO,81506,9702437211,380,Mesa,For profit - Corporation,89,77.4,,Medicare and Medicaid,N,MESA SNF HEALTHCARE LLC,1974-06-01,PACS GROUP,690,207,2.8,2.5,2.3,4.2,N,,Y,N,N,Resident,Yes,3,,2,,5,,5,,,2,3,,,,1.81277,0.72804,0.68195,1.40999,3.22276,3.03071,0.43932,0.05928,56.716,,40,,1,,1.32296,0.95764,2.20552,0.83138,0.64902,3.68592,3.2598,1.88259,0.75608,0.70821,3.34688,3.14743,2025-01-16,14,12,3,84,1,0,84,2023-10-26,17,12,9,108,1,0,108,90,2,12,,2,63709.1,1,3,"2901 N 12TH ST,GRAND JUNCTION,CO,81506",39.0937,-108.55,,2025-09-01
65113,MEDALLION POST ACUTE REHABILITATION,1719 E BIJOU ST,COLORADO SPRINGS,CO,80909,7193814963,200,El Paso,For profit - Limited Liability company,60,57.2,,Medicare and Medicaid,N,BIJOU HEALTHCARE LLC,1970-09-21,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,Y,,N,N,N,Resident,Yes,1,,1,,4,,5,,2,,2,,,,2.07561,0.97367,0.51378,1.48745,3.56306,3.06294,0.33575,0.16665,76.923,,81.25,,1,,1.35104,0.97797,2.25233,0.84903,0.6628,3.76416,3.32899,2.11074,0.99015,0.52248,3.62337,3.11478,2024-08-15,17,15,2,136,1,0,136,2023-02-16,4,3,1,99,1,0,99,126.75,3,3,0,4,75746.08,0,4,"1719 E BIJOU ST,COLORADO SPRINGS,CO,80909",38.8358,-104.8,,2025-09-01
65119,VALLEY MANOR CARE CENTER,1401 S CASCADE AVE,MONTROSE,CO,81401,9702499634,420,Montrose,Non profit - Corporation,101,65.2,,Medicare and Medicaid,N,VOLUNTEERS OF AMERICA CARE FACILITIES,1972-11-01,VOLUNTEERS OF AMERICA SENIOR LIVING,554,6,2.2,1.8,3.2,4,N,,Y,N,N,Resident,Yes,2,,2,,4,,5,,3,,3,,,,2.26279,0.73996,0.89081,1.63078,3.89357,3.41056,0.62455,0.10853,62.791,,50,,1,,1.46038,1.05711,2.43461,0.91774,0.71644,4.06879,3.59841,2.12881,0.69615,0.83807,3.66302,3.20862,2024-05-23,10,10,0,64,1,0,64,2022-11-17,8,7,1,96,1,0,96,72,1,0,,3,66205.25,0,3,"1401 S CASCADE AVE,MONTROSE,CO,81401",38.4687,-107.86,,2025-09-01
65120,CLEAR CREEK CARE CENTER,7481 KNOX PL,WESTMINSTER,CO,80030,3034277101,0,Adams,For profit - Limited Liability company,80,70.7,,Medicare and Medicaid,N,"CLEAR CREEK CENTERS, INC.",1972-12-19,VIVAGE SENIOR LIVING,552,17,3.2,2.6,3.1,4.6,N,,N,N,N,Resident,Yes,3,,2,,5,,5,,,2,3,,,,2.10869,0.54781,0.81951,1.36732,3.47601,3.15438,0.58804,0.00584,50,,56.522,,1,,1.26452,0.91534,2.10809,0.79466,0.62036,3.52311,3.11581,2.2911,0.5952,0.8904,3.7767,3.42725,2024-03-21,12,11,1,84,1,0,84,2022-12-01,6,6,0,40,1,0,40,73,0,2,0,1,9750,0,1,"7481 KNOX PL,WESTMINSTER,CO,80030",39.8325,-105.03,,2025-09-01
65121,"PAVILION AT VILLA PUEBLO, THE",855 HUNTER DR,PUEBLO,CO,81001,7192533700,500,Pueblo,For profit - Corporation,90,76.7,,Medicare and Medicaid,N,"1111 BONFORTE OPCO, LLC",1973-05-30,FRONTLINE MANAGEMENT,230,7,2.7,2.9,2.7,3.6,Y,,Y,N,N,Resident,Yes,3,,2,,5,,4,,5,,3,,,,2.03683,0.54946,0.8149,1.36435,3.40118,3.06067,0.66462,0.00823,49.383,,61.111,,1,,1.35517,0.98096,2.25922,0.85163,0.66483,3.77567,3.33917,2.06499,0.55705,0.82616,3.44821,3.10299,2023-12-14,11,7,5,88,1,0,88,2022-09-01,14,11,3,120,1,0,120,96,1,5,1,2,54037.75,0,2,"855 HUNTER DR,PUEBLO,CO,81001",38.2887,-104.6,,2025-09-01
65124,HOLLY HEIGHTS CARE AND REHABILITATION,6000 E ILIFF AVE,DENVER,CO,80222,3037575441,150,Denver,For profit - Limited Liability company,133,97.8,,Medicare and Medicaid,N,Legal Business Name Not Available,1974-10-01,,,,,,,,N,,N,N,N,Resident,Yes,3,,3,,5,,5,,,2,1,,,,1.64919,0.67663,0.69945,1.37608,3.02527,2.74021,0.72009,0.07757,,26,,26,1,,1.3537,0.97989,2.25676,0.8507,0.6641,3.77157,3.33554,1.67381,0.68674,0.70989,3.07044,2.78112,2024-01-09,6,5,5,48,1,0,48,2022-09-14,4,2,2,52,1,0,52,49,1,7,,2,15941.25,0,2,"6000 E ILIFF AVE,DENVER,CO,80222",39.6748,-104.92,,2025-09-01
65129,NORTH SHORE HEALTH & REHAB FACILITY,1365 W 29TH ST,LOVELAND,CO,80538,9706676111,340,Larimer,For profit - Limited Liability company,120,81.8,,Medicare and Medicaid,N,"NORTH SHORE MANOR, INC.",1975-07-01,COLUMBINE HEALTH SYSTEMS,707,5,4,3.6,4.6,4,N,,N,N,N,Resident,Yes,3,,3,,2,,2,,3,,4,,,,2.06985,0.6389,0.96879,1.6077,3.67755,3.28055,0.86948,0.12566,68.519,,42.857,,1,,1.26817,0.91798,2.11418,0.79695,0.62215,3.53328,3.12481,2.24242,0.69217,1.04957,3.98417,3.55407,2024-05-16,6,6,0,32,1,0,32,2020-03-10,12,6,6,84,1,0,84,45,0,8,,1,4233.23,0,1,"1365 W 29TH ST,LOVELAND,CO,80538",40.4217,-105.1,,2025-09-01
65139,GOOD SAMARITAN SOCIETY -- LOVELAND VILLAGE,2101 S GARFIELD AVE,LOVELAND,CO,80537,9706693100,340,Larimer,Non profit - Corporation,104,95,,Medicare and Medicaid,N,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,1976-09-01,GOOD SAMARITAN SOCIETY,726,98,2.8,2.8,3.6,2.8,Y,,Y,N,N,Resident,Yes,2,,2,,2,,1,,3,,4,,,,1.85062,0.56587,0.98595,1.55182,3.40243,3.09683,0.7243,0.10528,34.483,,28.571,,0,,1.26753,0.91752,2.11311,0.79655,0.62183,3.53149,3.12322,2.00593,0.61336,1.0687,3.68799,3.35673,2024-05-07,4,2,3,64,1,0,64,2023-02-07,2,2,0,28,1,0,28,55,5,0,,4,52112,0,4,"2101 S GARFIELD AVE,LOVELAND,CO,80537",40.3704,-105.08,,2025-09-01
65142,LEMAY AVENUE HEALTH AND REHABILITATION FACILITY,4824 S LEMAY AVE,FORT COLLINS,CO,80525,9704821584,340,Larimer,For profit - Corporation,130,122.9,,Medicare and Medicaid,N,"GREENFIELD MANAGEMENT SERVICES, INC.",1977-10-01,COLUMBINE HEALTH SYSTEMS,707,5,4,3.6,4.6,4,N,,N,N,N,Resident,Yes,5,,4,,4,,3,,5,,5,,,,2.80927,0.37691,1.34221,1.71912,4.52839,4.03608,0.93915,0.1178,45.81,,5.882,,0,,1.2829,0.92864,2.13874,0.80621,0.62937,3.57432,3.1611,3.00855,0.40365,1.43742,4.84962,4.32238,2023-11-16,2,1,1,24,1,0,24,2022-08-19,4,3,1,32,1,0,32,26,1,2,,1,7442.5,0,1,"4824 S LEMAY AVE,FORT COLLINS,CO,80525",40.52,-105.06,,2025-09-01
65144,GUNNISON VALLEY HEALTH SENIOR CARE CENTER,1500 W TOMICHI AVE,GUNNISON,CO,81230,9706410704,250,Gunnison,Government - County,50,34.7,,Medicare and Medicaid,N,GUNNISON VALLEY HEALTH SENIOR CARE CENTER,1977-04-09,,,,,,,,N,,N,N,N,Both,Yes,5,,5,,3,,3,,,2,4,,,,2.21227,0.61517,1.04716,1.66233,3.8746,3.5888,0.83082,0,60.976,,75,,0,,1.12003,0.81075,1.86721,0.70386,0.54947,3.12053,2.75977,2.71373,0.75461,1.28452,4.75287,4.40229,2024-04-24,1,1,0,8,1,0,8,2020-03-12,5,4,1,56,1,0,56,20,0,1,,3,14866.6,0,3,"1500 W TOMICHI AVE,GUNNISON,CO,81230",38.5444,-106.95,,2025-09-01
65146,HAMPDEN HILLS POST ACUTE,14699 E HAMPDEN AVE,AURORA,CO,80014,3036930111,20,Arapahoe,For profit - Corporation,218,194,,Medicare and Medicaid,N,"HIGHCROSS HEALTHCARE, INC.",1977-05-02,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,2,,2,,3,,3,,3,,2,,,,2.04364,0.7889,0.41893,1.20782,3.25146,2.99738,0.28131,0.04717,30.323,,38.095,,0,,1.39742,1.01154,2.32966,0.87818,0.68556,3.89339,3.44328,2.00925,0.77562,0.41188,3.19675,2.94694,2025-01-16,17,17,6,96,1,0,96,2023-07-27,19,14,8,132,1,0,132,105,0,26,,1,5869.5,0,1,"14699 E HAMPDEN AVE,AURORA,CO,80014",39.6531,-104.82,,2025-09-01
65147,MOUNTAIN VIEW POST ACUTE,835 TENDERFOOT HILL RD,COLORADO SPRINGS,CO,80906,7195768380,200,El Paso,For profit - Limited Liability company,159,140.6,,Medicare and Medicaid,N,CHEYENNE SNF HEALTHCARE LLC,1977-12-01,PACS GROUP,690,207,2.8,2.5,2.3,4.2,N,,N,N,N,Resident,Yes,1,,1,,3,,4,,3,,3,,,,2.0673,0.76248,0.70978,1.47226,3.53956,3.1149,0.51178,0.07596,51.376,,73.913,,,26,1.31343,0.95075,2.18964,0.8254,0.64435,3.65939,3.23633,2.16248,0.79758,0.74246,3.70253,3.25832,2023-11-16,28,21,7,216,1,0,216,2022-07-28,22,7,19,164,1,0,164,203,1,43,9,2,38535.25,0,2,"835 TENDERFOOT HILL RD,COLORADO SPRINGS,CO,80906",38.7939,-104.81,,2025-09-01
65150,DEVONSHIRE CARE CENTER,1330 SIDNEY AVE,STERLING,CO,80751,9705224888,370,Logan,For profit - Limited Liability company,84,59.3,,Medicare and Medicaid,N,"CHANCELLOR HEALTH CARE OF COLORADO, LLC",1979-03-16,,,,,,,,Y,,N,N,N,Both,Yes,2,,2,,4,,4,,4,,2,,,,2.22789,0.94196,0.60152,1.54348,3.77136,3.29781,0.41026,0.01428,68.889,,77.778,,2,,1.28568,0.93066,2.14337,0.80796,0.63074,3.58206,3.16795,2.38077,1.0066,0.64279,4.03016,3.52412,2024-03-07,11,6,5,80,1,0,80,2019-11-18,9,6,3,76,1,0,76,79,0,19,,1,2350,0,1,"1330 SIDNEY AVE,STERLING,CO,80751",40.6414,-103.2,,2025-09-01
65152,SUNDANCE SKILLED NURSING AND REHABILITATION,2612 W CUCHARRAS ST,COLORADO SPRINGS,CO,80904,7196327474,200,El Paso,For profit - Limited Liability company,68,58.8,,Medicare and Medicaid,N,"CUCHARRAS OPERATIONS, LLC",1981-02-12,MADISON CREEK PARTNERS,328,12,2.8,2.8,2.7,3.5,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,,2,3,,,,1.64057,0.57992,0.73913,1.31904,2.95962,2.58318,0.45896,0,68.421,,81.818,,0,,1.04017,0.75294,1.73408,0.65367,0.51029,2.89805,2.56301,2.16694,0.76598,0.97627,3.90919,3.41198,2024-02-27,1,1,0,4,1,0,4,2022-11-17,11,4,7,72,1,0,72,21,0,5,,1,35161.75,0,1,"2612 W CUCHARRAS ST,COLORADO SPRINGS,CO,80904",38.8477,-104.87,,2025-09-01
65153,VISTA GRANDE REHABILITATION AND HEALTHCARE CENTER,680 E HOSPITAL DR,CORTEZ,CO,81321,9705641122,410,Montezuma,For profit - Corporation,101,66.8,,Medicare and Medicaid,N,VISTA GRANDE REHABILITATION AND HEALTHCARE CENTER LLC,1979-07-18,CENTENNIAL HEALTHCARE,750,7,3.4,3,2.1,3.9,N,,N,N,N,Resident,Yes,3,,2,,5,,5,,5,,2,,,,2.67421,0.34999,0.39784,0.74782,3.42204,2.93238,0.25906,0.05214,41.379,,33.333,,0,,1.71484,1.24131,2.85883,1.07765,0.84128,4.77777,4.22542,2.14254,0.28041,0.31874,2.74168,2.34938,2024-05-09,17,13,4,112,1,0,112,2020-01-23,5,5,0,52,1,0,52,97,1,1,,2,36023,0,2,"680 E HOSPITAL DR,CORTEZ,CO,81321",37.2851,-108.65,,2025-09-01
65163,EBEN EZER LUTHERAN CARE CENTER,122 HOSPITAL RD,BRUSH,CO,80723,9708422861,430,Morgan,Non profit - Corporation,125,75.5,,Medicare and Medicaid,N,EBEN EZER LUTHERAN CARE CENTER,1981-07-01,,,,,,,,N,,N,N,N,Resident,Yes,3,,4,,1,,1,,1,,4,,,,2.99975,0.89904,0.55871,1.45775,4.4575,4.01072,0.45821,0.00859,45.556,,38.462,,0,,1.29979,0.94087,2.1669,0.81683,0.63766,3.62139,3.20273,3.1708,0.9503,0.59056,4.71166,4.23941,2024-08-15,6,6,0,32,1,0,32,2023-03-02,4,3,2,64,1,0,64,40,2,0,,2,36890.75,0,2,"122 HOSPITAL RD,BRUSH,CO,80723",40.2537,-103.64,,2025-09-01
65165,RIVERBEND HEALTH AND REHABILITATION CENTER,821 DUFFIELD CT,LOVELAND,CO,80537,9706690345,340,Larimer,For profit - Corporation,100,80.6,,Medicare and Medicaid,N,Legal Business Name Not Available,1982-07-01,RECOVER-CARE HEALTHCARE,438,39,2.2,2.2,1.8,3.3,N,,N,N,N,Resident,Yes,4,,4,,3,,4,,3,,2,,,,2.00015,0.40962,0.77002,1.17963,3.17978,2.89489,0.6632,0.06287,60,,64.706,,1,,1.3592,0.98387,2.26593,0.85416,0.6668,3.78689,3.34909,2.02179,0.41405,0.77835,3.21419,2.92622,2024-06-27,3,3,0,16,1,0,16,2023-02-09,8,8,0,56,1,0,56,26,0,0,,1,13000,0,1,"821 DUFFIELD CT,LOVELAND,CO,80537",40.4002,-105.09,,2025-09-01
65166,"POUDRE CANYON REHABILITATION AND NURSING, LLC",1000 S LEMAY AVE,FORT COLLINS,CO,80524,9704827925,340,Larimer,For profit - Limited Liability company,83,65.4,,Medicare and Medicaid,N,Legal Business Name Not Available,1982-07-01,RECOVER-CARE HEALTHCARE,438,39,2.2,2.2,1.8,3.3,N,,Y,N,N,Resident,Yes,2,,1,,5,,5,,,2,1,,,,1.60683,0.85152,0.6134,1.46492,3.07175,2.71842,0.35286,0.00998,100,,100,,1,,1.4982,1.08449,2.49767,0.94151,0.735,4.17418,3.69161,1.47352,0.78088,0.56251,2.81691,2.49289,2025-01-22,15,11,8,229,1,0,229,2023-07-13,8,7,3,64,1,0,64,187.75,8,10,,2,45687.75,1,3,"1000 S LEMAY AVE,FORT COLLINS,CO,80524",40.5742,-105.06,,2025-09-01
65168,FALCON HEIGHTS REHABILITATION AND NURSING LLC,1795 MONTEREY RD,COLORADO SPRINGS,CO,80910,7194717850,200,El Paso,For profit - Corporation,107,80.7,,Medicare and Medicaid,N,FALCON HEIGHTS HEALTH AND REHABILITATION CENTER LLC,1982-07-01,RECOVER-CARE HEALTHCARE,438,39,2.2,2.2,1.8,3.3,N,,N,N,N,Both,Yes,1,,2,,2,,2,,,2,1,,,,1.68336,0.43257,0.70593,1.1385,2.82186,2.41691,0.64284,0.04515,100,,100,,1,,1.46796,1.0626,2.44726,0.92251,0.72016,4.08993,3.6171,1.5755,0.40486,0.6607,2.64105,2.26205,2024-07-31,18,15,5,136,1,0,136,2023-02-22,2,2,1,8,1,0,8,104,4,5,,1,6146.24,0,1,"1795 MONTEREY RD,COLORADO SPRINGS,CO,80910",38.8062,-104.78,,2025-09-01
65169,PRESTIGE CARE CENTER OF PUEBLO,1601 CONSTITUTION RD,PUEBLO,CO,81001,7195627200,500,Pueblo,For profit - Individual,120,76.7,,Medicare and Medicaid,N,CONSTITUTION NURSING AND REHABILITATION CENTER LLC,1982-07-01,PRESTIGE CARE CENTER,602,6,1.3,1.5,2.2,2.8,N,,N,N,N,Resident,Yes,2,,2,,4,,4,,4,,4,,,,2.30225,0.69402,0.61462,1.30863,3.61088,3.18114,0.4497,0.03904,35.135,,27.273,,0,,1.28538,0.93044,2.14288,0.80777,0.63059,3.58124,3.16722,2.4608,0.74181,0.65694,3.85955,3.40022,2024-07-18,13,13,0,76,1,0,76,2023-02-16,10,7,3,108,1,0,108,84,0,3,,2,51223.25,0,2,"1601 CONSTITUTION RD,PUEBLO,CO,81001",38.2882,-104.58,,2025-09-01
65170,SOUTH PLATTE REHABILITATION AND NURSING LLC,2200 EDISON ST,BRUSH,CO,80723,9708422825,430,Morgan,For profit - Limited Liability company,78,49.2,,Medicare and Medicaid,N,Legal Business Name Not Available,1982-10-14,RECOVER-CARE HEALTHCARE,438,39,2.2,2.2,1.8,3.3,N,,Y,N,N,Resident,Yes,1,,2,,3,,1,,4,,1,,,,1.78983,0.51499,0.69517,1.21016,2.99999,2.66494,0.58459,0.07849,,26,,26,1,,1.28808,0.9324,2.14738,0.80947,0.63192,3.58876,3.17387,1.90908,0.5493,0.74149,3.19988,2.8425,2024-10-08,7,4,4,76,1,0,76,2023-05-18,5,5,0,32,1,0,32,65,5,4,,1,10764,0,1,"2200 EDISON ST,BRUSH,CO,80723",40.2547,-103.65,,2025-09-01
65171,WESTLAKE CARE COMMUNITY,1655 EATON ST,LAKEWOOD,CO,80214,3032385363,290,Jefferson,For profit - Limited Liability company,67,65.2,,Medicare and Medicaid,N,W III INC,1981-12-31,,,,,,,,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,,2,3,,,,2.00696,0.53578,0.7046,1.24038,3.24734,2.90764,0.41729,0.01876,60.606,,68.75,,0,,1.17406,0.84986,1.95729,0.73781,0.57598,3.27107,2.89291,2.34859,0.62698,0.82453,3.8001,3.40257,2024-02-14,4,4,0,52,1,0,52,2022-11-03,2,2,0,8,1,0,8,41,0,0,,0,0,0,0,"1655 EATON ST,LAKEWOOD,CO,80214",39.7432,-105.06,,2025-09-01
